pscore	qscore	npeaks	lpeaks	avelpeak
9.90	6.32	2599	601125	231.29
9.60	6.10	3037	701160	230.87
9.30	5.86	3501	812484	232.07
9.00	5.60	3905	919668	235.51
8.70	5.36	4510	1072242	237.75
8.40	5.11	5104	1236417	242.24
8.10	4.91	6245	1505484	241.07
7.80	4.67	7213	1762549	244.36
7.50	4.42	8260	2050976	248.30
7.20	4.17	9415	2376271	252.39
6.90	3.92	10744	2759351	256.83
6.60	3.77	14026	3536914	252.17
6.30	3.52	16153	4153319	257.12
6.00	3.28	18819	4946312	262.84
5.70	3.03	21636	5829599	269.44
5.40	2.79	24937	6963659	279.25
5.10	2.67	36320	9773339	269.09
4.80	2.43	42108	11672642	277.21
4.50	2.19	48809	14064992	288.16
4.20	1.94	55642	16667505	299.55
3.90	1.81	91350	26410342	289.11
3.60	1.62	106184	32035525	301.70
3.30	1.38	121159	38559607	318.26
3.00	1.13	136560	46088768	337.50
2.70	0.95	247348	84186112	340.35
2.40	0.84	282378	103065598	364.99
2.10	0.60	313445	124202836	396.25
1.80	0.35	335888	144705866	430.82
1.50	0.23	622790	299173615	480.38
1.20	0.09	664770	361310069	543.51
0.90	0.00	676618	413024436	610.42
0.60	0.00	248460	2627622927	10575.64
0.30	0.00	53154	2877508080	54135.31
