pscore	qscore	npeaks	lpeaks	avelpeak
9.90	6.67	3130	799594	255.46
9.60	6.41	3553	924940	260.33
9.30	6.26	5078	1267898	249.68
9.00	6.00	5759	1460021	253.52
8.70	5.75	6581	1696165	257.74
8.40	5.49	7516	1980178	263.46
8.10	5.23	8585	2304083	268.38
7.80	5.09	12726	3260501	256.21
7.50	4.83	14214	3741254	263.21
7.20	4.57	16130	4333535	268.66
6.90	4.32	18428	5085806	275.98
6.60	4.05	20590	5861702	284.69
6.30	3.92	31460	8606473	273.57
6.00	3.66	35490	9995450	281.64
5.70	3.41	40250	11698403	290.64
5.40	3.15	44871	13540446	301.76
5.10	2.91	68391	20110462	294.05
4.80	2.76	77642	23734983	305.70
4.50	2.49	85519	27239020	318.51
4.20	2.24	95437	31828501	333.50
3.90	1.97	104168	36372555	349.17
3.60	1.84	158178	55046901	348.01
3.30	1.58	175008	64382500	367.88
3.00	1.32	189203	73448612	388.20
2.70	1.05	202613	83560155	412.41
2.40	0.91	296122	126011374	425.54
2.10	0.66	318097	145751943	458.20
1.80	0.39	333450	164581642	493.57
1.50	0.18	460141	241909382	525.73
1.20	0.00	483380	280508962	580.31
0.90	0.00	491443	315254830	641.49
0.60	0.00	232941	2596220122	11145.40
0.30	0.00	61430	2911900707	47401.93
