pscore	qscore	npeaks	lpeaks	avelpeak
9.90	6.50	2028	441902	217.90
9.60	6.24	2279	505712	221.90
9.30	5.99	2680	603868	225.32
9.00	5.78	3872	843255	217.78
8.70	5.58	4505	997404	221.40
8.40	5.34	5289	1189999	225.00
8.10	5.08	6059	1395859	230.38
7.80	4.83	7067	1665317	235.65
7.50	4.58	8132	1960197	241.05
7.20	4.45	12946	2984406	230.53
6.90	4.20	15137	3551362	234.61
6.60	3.94	17040	4101562	240.70
6.30	3.69	19513	4841598	248.12
6.00	3.44	22421	5731791	255.64
5.70	3.32	35922	8823209	245.62
5.40	3.07	41243	10463463	253.70
5.10	2.81	46782	12311948	263.18
4.80	2.55	52615	14377197	273.25
4.50	2.29	58823	16764002	284.99
4.20	2.19	96494	26945955	279.25
3.90	1.93	107446	31391815	292.16
3.60	1.68	120805	37258879	308.42
3.30	1.41	131278	42561803	324.21
3.00	1.24	206210	67075482	325.28
2.70	1.04	228243	79030820	346.26
2.40	0.79	249526	92679763	371.42
2.10	0.53	265840	105929347	398.47
1.80	0.33	398224	166207433	417.37
1.50	0.17	426527	194773603	456.65
1.20	0.00	446402	226579561	507.57
0.90	0.00	452420	255151065	563.97
0.60	0.00	171738	2695307337	15694.30
0.30	0.00	45734	2896426219	63332.01
