pscore	qscore	npeaks	lpeaks	avelpeak
9.90	6.79	5743	1480837	257.85
9.60	6.53	6394	1671405	261.40
9.30	6.26	7113	1892075	266.00
9.00	6.08	9107	2365359	259.73
8.70	5.83	10263	2706412	263.71
8.40	5.56	11498	3084819	268.29
8.10	5.30	12847	3516089	273.69
7.80	5.04	17070	4521204	264.86
7.50	4.87	19277	5209228	270.23
7.20	4.62	21795	6022256	276.31
6.90	4.35	24243	6853768	282.71
6.60	4.09	27049	7864926	290.77
6.30	3.91	37997	10613019	279.31
6.00	3.68	42182	12086873	286.54
5.70	3.42	47341	13962604	294.94
5.40	3.15	52446	15973543	304.57
5.10	2.89	57752	18182024	314.83
4.80	2.75	85304	25984373	304.61
4.50	2.48	93855	29708853	316.54
4.20	2.22	102400	33789369	329.97
3.90	1.96	111931	38643080	345.24
3.60	1.81	164823	55851364	338.86
3.30	1.55	180534	64313185	356.24
3.00	1.29	195409	73326659	375.25
2.70	1.03	208569	82881913	397.38
2.40	0.88	302959	121249625	400.22
2.10	0.62	324095	138770446	428.18
1.80	0.36	341175	157296042	461.04
1.50	0.12	479915	229782264	478.80
1.20	0.00	504283	266267322	528.01
0.90	0.00	513937	300095354	583.91
0.60	0.00	244767	2610132300	10663.74
0.30	0.00	81912	2893144532	35320.15
