pscore	qscore	npeaks	lpeaks	avelpeak
9.90	5.08	18	4218	234.33
9.60	4.87	29	7150	246.55
9.30	4.66	43	11014	256.14
9.00	4.48	56	14183	253.27
8.70	4.35	77	19418	252.18
8.40	4.16	95	23705	249.53
8.10	3.94	132	34022	257.74
7.80	3.73	169	43700	258.58
7.50	3.59	279	71343	255.71
7.20	3.46	380	96314	253.46
6.90	3.24	492	125398	254.87
6.60	3.03	650	168291	258.91
6.30	2.80	841	222102	264.09
6.00	2.74	1731	447855	258.73
5.70	2.57	2199	576077	261.97
5.40	2.34	2749	731676	266.16
5.10	2.12	3561	963046	270.44
4.80	1.95	7945	2100737	264.41
4.50	1.91	10135	2726737	269.04
4.20	1.67	12456	3422450	274.76
3.90	1.45	15652	4408814	281.68
3.60	1.24	37197	10320764	277.46
3.30	1.24	45791	13010516	284.13
3.00	1.02	55449	16217363	292.47
2.70	0.78	66432	20103161	302.61
2.40	0.62	164894	50702386	307.48
2.10	0.60	196533	62869923	319.89
1.80	0.36	229031	76779886	335.24
1.50	0.12	261627	92837543	354.85
1.20	0.09	629206	246982967	392.53
0.90	0.00	694472	294699896	424.35
0.60	0.00	389169	2483057216	6380.41
0.30	0.00	167300	2810848051	16801.24
