pscore	qscore	npeaks	lpeaks	avelpeak
9.90	6.56	3051	763089	250.11
9.60	6.30	3428	874731	255.17
9.30	6.10	4464	1107402	248.07
9.00	5.89	5118	1279327	249.97
8.70	5.64	5835	1481733	253.94
8.40	5.38	6653	1720378	258.59
8.10	5.12	7522	1994908	265.21
7.80	4.93	10588	2693467	254.39
7.50	4.73	12264	3178168	259.15
7.20	4.47	14076	3726306	264.73
6.90	4.22	16073	4361702	271.37
6.60	3.96	18061	5042186	279.18
6.30	3.83	27469	7319884	266.48
6.00	3.58	31291	8560928	273.59
5.70	3.33	35583	10007776	281.25
5.40	3.07	40067	11617006	289.94
5.10	2.81	44583	13388886	300.31
4.80	2.70	71015	20599827	290.08
4.50	2.44	80287	24214928	301.60
4.20	2.19	90073	28377510	315.05
3.90	1.92	98841	32586310	329.68
3.60	1.82	159478	52157098	327.05
3.30	1.56	177747	61241371	344.54
3.00	1.30	194615	70903574	364.33
2.70	1.04	209709	81122854	386.84
2.40	0.93	327905	130788191	398.86
2.10	0.67	354798	151992667	428.39
1.80	0.41	375332	173557371	462.41
1.50	0.18	550543	273603483	496.97
1.20	0.05	580871	319847718	550.63
0.90	0.00	591650	361969871	611.80
0.60	0.00	257455	2606529263	10124.21
0.30	0.00	64560	2910688964	45085.02
