pscore	qscore	npeaks	lpeaks	avelpeak
9.90	6.79	5361	1181252	220.34
9.60	6.52	5929	1319414	222.54
9.30	6.25	6500	1471583	226.40
9.00	6.08	7929	1759409	221.90
8.70	5.82	8892	1989949	223.79
8.40	5.55	9872	2253106	228.23
8.10	5.29	10915	2520009	230.88
7.80	5.02	12210	2861589	234.36
7.50	4.81	16091	3656510	227.24
7.20	4.60	18289	4228656	231.21
6.90	4.34	20663	4857104	235.06
6.60	4.08	23411	5606280	239.47
6.30	3.81	25941	6345483	244.61
6.00	3.54	36994	8731459	236.02
5.70	3.40	42031	10164451	241.83
5.40	3.14	48032	11913316	248.03
5.10	2.87	53774	13710338	254.96
4.80	2.61	59647	15657430	262.50
4.50	2.37	89616	22766093	254.04
4.20	2.21	102122	26864632	263.06
3.90	1.95	115248	31484445	273.19
3.60	1.69	127121	36069462	283.74
3.30	1.42	139250	41286558	296.49
3.00	1.29	219083	63568270	290.16
2.70	1.04	242855	73924701	304.40
2.40	0.78	266307	85739709	321.96
2.10	0.52	285946	97787007	341.98
1.80	0.34	463951	160388953	345.70
1.50	0.18	505578	189195913	374.22
1.20	0.00	534392	218129930	408.18
0.90	0.00	547689	244480058	446.38
0.60	0.00	211030	2676337534	12682.26
0.30	0.00	53532	2866384188	53545.25
