pscore	qscore	npeaks	lpeaks	avelpeak
9.90	7.11	14476	1591222	109.92
9.60	6.93	15971	1761857	110.32
9.30	6.66	17515	1942583	110.91
9.00	6.39	19034	2123268	111.55
8.70	6.11	20477	2297517	112.20
8.40	5.84	22165	2506016	113.06
8.10	5.64	29927	3333290	111.38
7.80	5.38	32735	3671533	112.16
7.50	5.11	35689	4032720	113.00
7.20	4.84	38924	4428899	113.78
6.90	4.56	41634	4779399	114.80
6.60	4.29	45096	5225763	115.88
6.30	4.10	61868	7111262	114.94
6.00	3.83	68198	7917757	116.10
5.70	3.55	73750	8655235	117.36
5.40	3.28	79433	9432190	118.74
5.10	3.00	85300	10242413	120.08
4.80	2.81	118042	14185810	120.18
4.50	2.54	128559	15649481	121.73
4.20	2.27	139284	17191586	123.43
3.90	1.99	150500	18877109	125.43
3.60	1.72	161245	20571738	127.58
3.30	1.53	224429	29108641	129.70
3.00	1.26	246761	32648746	132.31
2.70	0.99	268122	36273658	135.29
2.40	0.72	288609	39978702	138.52
2.10	0.44	307727	43741210	142.14
1.80	0.31	485870	73658222	151.60
1.50	0.05	537798	84854790	157.78
1.20	0.00	582628	96045784	164.85
0.90	0.00	478306	2211912102	4624.47
0.60	0.00	263391	2735677040	10386.37
0.30	0.00	85721	2882373725	33625.06
