pscore	qscore	npeaks	lpeaks	avelpeak
9.90	6.21	988	164431	166.43
9.60	5.97	1171	195927	167.32
9.30	5.74	1414	239618	169.46
9.00	5.49	1708	291614	170.73
8.70	5.27	2493	419439	168.25
8.40	5.14	3040	520304	171.15
8.10	4.91	3664	638628	174.30
7.80	4.66	4380	776524	177.29
7.50	4.42	5181	936588	180.77
7.20	4.17	6077	1119978	184.30
6.90	4.09	9927	1793209	180.64
6.60	3.85	11908	2219739	186.41
6.30	3.61	14394	2757115	191.55
6.00	3.36	16906	3332260	197.11
5.70	3.10	19374	3932833	203.00
5.40	3.04	33677	6796158	201.80
5.10	2.80	40817	8543204	209.31
4.80	2.55	48878	10661328	218.12
4.50	2.30	55258	12491351	226.06
4.20	2.11	98038	22580670	230.33
3.90	1.99	117680	28428274	241.57
3.60	1.75	138410	35211055	254.40
3.30	1.50	157573	42197689	267.80
3.00	1.23	172845	48645753	281.44
2.70	1.18	321888	97245617	302.11
2.40	0.94	367687	118746996	322.96
2.10	0.68	404443	140269436	346.82
1.80	0.41	423398	155718848	367.78
1.50	0.37	751618	320972847	427.04
1.20	0.13	806633	383829047	475.84
0.90	0.00	814813	418046383	513.06
0.60	0.00	238827	2709269195	11344.07
0.30	0.00	20330	2914538950	143361.48
