pscore	qscore	npeaks	lpeaks	avelpeak
9.90	6.23	1418	208548	147.07
9.60	5.99	1713	253032	147.71
9.30	5.75	2521	369068	146.40
9.00	5.63	3036	448444	147.71
8.70	5.40	3705	550256	148.52
8.40	5.17	4415	665831	150.81
8.10	4.92	5191	793747	152.91
7.80	4.67	5897	916302	155.38
7.50	4.56	9620	1480158	153.86
7.20	4.34	11704	1824401	155.88
6.90	4.11	13753	2177031	158.29
6.60	3.86	16006	2593608	162.04
6.30	3.61	18574	3076415	165.63
6.00	3.44	29947	4963878	165.76
5.70	3.29	37180	6340314	170.53
5.40	3.05	43307	7582086	175.08
5.10	2.82	51785	9396871	181.46
4.80	2.56	57874	10816309	186.89
4.50	2.38	94787	18097550	190.93
4.20	2.24	119505	24034636	201.12
3.90	2.00	137926	28963521	209.99
3.60	1.75	157780	34831026	220.76
3.30	1.49	172493	39773350	230.58
3.00	1.40	299818	73837333	246.27
2.70	1.18	356610	94236763	264.26
2.40	0.93	396637	111382248	280.82
2.10	0.66	419716	124093831	295.66
1.80	0.50	700187	234391942	334.76
1.50	0.36	804564	299914303	372.77
1.20	0.10	840358	337588607	401.72
0.90	0.00	843535	351611390	416.83
0.60	0.00	164133	2765488543	16849.07
0.30	0.00	5505	2862781592	520032.99
