pscore	qscore	npeaks	lpeaks	avelpeak
9.90	6.75	6002	917024	152.79
9.60	6.48	6498	995591	153.21
9.30	6.31	7796	1163795	149.28
9.00	6.05	8600	1285402	149.47
8.70	5.78	9393	1406868	149.78
8.40	5.51	10221	1537203	150.40
8.10	5.24	11048	1669504	151.11
7.80	5.06	14423	2104336	145.90
7.50	4.83	16082	2350537	146.16
7.20	4.56	17808	2618305	147.03
6.90	4.30	19730	2915128	147.75
6.60	4.03	21691	3231204	148.97
6.30	3.76	23649	3563106	150.67
6.00	3.64	34831	5017851	144.06
5.70	3.37	38489	5595821	145.39
5.40	3.11	43237	6353554	146.95
5.10	2.84	47465	7060419	148.75
4.80	2.58	52143	7862452	150.79
4.50	2.46	82823	12074753	145.79
4.20	2.19	92458	13669855	147.85
3.90	1.93	103566	15555003	150.19
3.60	1.66	113937	17434340	153.02
3.30	1.41	188222	28540807	151.63
3.00	1.29	213447	33061214	154.89
2.70	1.03	238062	37766485	158.64
2.40	0.76	263820	43031189	163.11
2.10	0.50	285045	47858169	167.90
1.80	0.41	533688	93161220	174.56
1.50	0.17	602835	109772266	182.09
1.20	0.00	657672	125422540	190.71
0.90	0.00	693845	138628087	199.80
0.60	0.00	281205	2698825912	9597.36
0.30	0.00	91845	2865931295	31204.00
