pscore	qscore	npeaks	lpeaks	avelpeak
9.90	5.62	227	55738	245.54
9.60	5.39	270	68259	252.81
9.30	5.21	356	89861	252.42
9.00	5.01	429	110539	257.67
8.70	4.79	533	138745	260.31
8.40	4.57	664	172933	260.44
8.10	4.34	783	208125	265.80
7.80	4.17	1155	301776	261.28
7.50	4.00	1462	388289	265.59
7.20	3.78	1825	490620	268.83
6.90	3.55	2278	629739	276.44
6.60	3.32	2761	786748	284.95
6.30	3.20	4498	1236187	274.83
6.00	3.02	5613	1583247	282.07
5.70	2.79	6943	2035103	293.12
5.40	2.56	8506	2579644	303.27
5.10	2.33	10439	3277447	313.96
4.80	2.29	19203	5830463	303.62
4.50	2.07	24291	7742214	318.73
4.20	1.84	29350	9860672	335.97
3.90	1.60	34897	12392085	355.10
3.60	1.51	70197	24638307	350.99
3.30	1.36	84999	31957528	375.98
3.00	1.13	100763	40711140	404.03
2.70	0.88	115860	50564839	436.43
2.40	0.81	241305	113099682	468.70
2.10	0.66	275674	141980357	515.03
1.80	0.42	304911	174548389	572.46
1.50	0.20	558091	385978445	691.60
1.20	0.19	601715	486837655	809.08
0.90	0.00	607526	567083956	933.43
0.60	0.00	240535	2627097084	10921.89
0.30	0.00	32749	2950395672	90091.17
