pscore	qscore	npeaks	lpeaks	avelpeak
9.90	6.18	1254	244259	194.78
9.60	5.94	1438	281185	195.54
9.30	5.70	1664	325372	195.54
9.00	5.55	2345	453267	193.29
8.70	5.31	2789	539099	193.29
8.40	5.07	3286	634950	193.23
8.10	4.84	3804	739221	194.33
7.80	4.59	4430	864782	195.21
7.50	4.40	6591	1265250	191.97
7.20	4.25	8170	1566997	191.80
6.90	4.00	9481	1828943	192.91
6.60	3.76	11153	2159888	193.66
6.30	3.52	13323	2597838	194.99
6.00	3.29	21260	4087152	192.25
5.70	3.20	25787	4990187	193.52
5.40	2.97	30254	5900395	195.03
5.10	2.72	34880	6856845	196.58
4.80	2.47	40222	8005672	199.04
4.50	2.25	66947	13233402	197.67
4.20	2.16	82032	16419464	200.16
3.90	1.92	93418	18954050	202.90
3.60	1.67	108806	22460394	206.43
3.30	1.41	121324	25498780	210.17
3.00	1.29	213034	45349077	212.87
2.70	1.11	245607	53492808	217.80
2.40	0.86	279753	62651204	223.95
2.10	0.60	307253	70731778	230.21
1.80	0.42	513878	123931039	241.17
1.50	0.29	602652	152647637	253.29
1.20	0.04	664959	177394528	266.78
0.90	0.00	698282	195424224	279.86
0.60	0.00	296604	2690648255	9071.52
0.30	0.00	64299	2909023850	45242.13
