pscore	qscore	npeaks	lpeaks	avelpeak
9.90	6.85	5236	692692	132.29
9.60	6.61	6161	818101	132.79
9.30	6.34	6860	917167	133.70
9.00	6.09	7822	1052073	134.50
8.70	5.82	8747	1181845	135.11
8.40	5.57	12501	1673308	133.85
8.10	5.42	14500	1950516	134.52
7.80	5.16	15969	2162436	135.41
7.50	4.90	18067	2463751	136.37
7.20	4.64	20228	2784426	137.65
6.90	4.37	22719	3152083	138.74
6.60	4.21	33557	4655339	138.73
6.30	3.97	38223	5347184	139.89
6.00	3.71	42832	6052929	141.32
5.70	3.44	46913	6689499	142.59
5.40	3.18	52097	7519683	144.34
5.10	2.91	76167	11045124	145.01
4.80	2.76	86262	12666576	146.84
4.50	2.50	98027	14611555	149.06
4.20	2.24	108622	16418095	151.15
3.90	1.97	119153	18297185	153.56
3.60	1.70	129391	20187786	156.02
3.30	1.55	197721	31392435	158.77
3.00	1.29	221707	35928340	162.05
2.70	1.03	243742	40350493	165.55
2.40	0.75	262574	44436165	169.23
2.10	0.55	400884	70391748	175.59
1.80	0.36	459300	83470194	181.73
1.50	0.11	506512	95328730	188.21
1.20	0.00	541740	105797983	195.29
0.90	0.00	442552	2213242492	5001.09
0.60	0.00	197002	2803040361	14228.49
0.30	0.00	46057	2868090581	62272.63
