pscore	qscore	npeaks	lpeaks	avelpeak
9.90	6.41	2429	528413	217.54
9.60	6.16	2768	604521	218.40
9.30	5.91	3102	681419	219.67
9.00	5.66	3520	777288	220.82
8.70	5.41	3975	885831	222.85
8.40	5.23	4910	1079135	219.78
8.10	4.99	5618	1239806	220.68
7.80	4.74	6408	1421175	221.78
7.50	4.48	7343	1636543	222.87
7.20	4.30	9705	2106365	217.04
6.90	4.09	11221	2444191	217.82
6.60	3.84	12786	2805406	219.41
6.30	3.59	14776	3266964	221.10
6.00	3.34	16708	3740650	223.88
5.70	3.23	24522	5279555	215.30
5.40	2.98	28404	6166905	217.11
5.10	2.73	32716	7181331	219.51
4.80	2.48	37209	8279635	222.52
4.50	2.36	60247	12873412	213.68
4.20	2.14	69902	15119890	216.30
3.90	1.89	80385	17663555	219.74
3.60	1.64	90793	20338624	224.01
3.30	1.52	159623	34774573	217.85
3.00	1.32	183962	40889236	222.27
2.70	1.07	207266	47218815	227.82
2.40	0.81	229995	53933002	234.50
2.10	0.75	424118	100058607	235.92
1.80	0.50	479682	117459980	244.87
1.50	0.24	521157	132797122	254.81
1.20	0.14	926105	252740101	272.91
0.90	0.00	1022062	298807736	292.36
0.60	0.00	1065115	332581177	312.25
0.30	0.00	206122	2805885487	13612.74
