pscore	qscore	npeaks	lpeaks	avelpeak
9.90	6.35	1427	239141	167.58
9.60	6.11	1710	287792	168.30
9.30	5.88	1998	338657	169.50
9.00	5.75	3176	532997	167.82
8.70	5.51	3940	660511	167.64
8.40	5.27	4467	751384	168.21
8.10	5.03	5195	878068	169.02
7.80	4.78	6056	1030172	170.11
7.50	4.64	10035	1700231	169.43
7.20	4.43	11661	1984167	170.15
6.90	4.20	13748	2348898	170.85
6.60	3.95	15838	2720808	171.79
6.30	3.70	18542	3213026	173.28
6.00	3.51	29048	5035368	173.35
5.70	3.36	34816	6076537	174.53
5.40	3.12	42333	7463429	176.30
5.10	2.87	47883	8515124	177.83
4.80	2.62	54247	9748212	179.70
4.50	2.43	90744	16489398	181.71
4.20	2.28	105075	19337965	184.04
3.90	2.03	121765	22732796	186.69
3.60	1.78	138399	26286560	189.93
3.30	1.51	152089	29314188	192.74
3.00	1.41	250700	49684516	198.18
2.70	1.18	291742	59233537	203.03
2.40	0.92	328397	68395612	208.27
2.10	0.66	357369	76284897	213.46
1.80	0.49	565794	127773536	225.83
1.50	0.31	652801	153919560	235.78
1.20	0.06	717602	177071701	246.75
0.90	0.00	746584	190981087	255.81
0.60	0.00	299845	2612559288	8713.03
0.30	0.00	29043	2876240328	99033.86
