pscore	qscore	npeaks	lpeaks	avelpeak
9.90	7.33	14463	4274378	295.54
9.60	7.06	15830	4764411	300.97
9.30	6.88	21638	6370557	294.42
9.00	6.61	23773	7155826	301.01
8.70	6.34	26215	8061937	307.53
8.40	6.07	28378	8917780	314.25
8.10	5.89	38103	11821197	310.24
7.80	5.62	42047	13346444	317.42
7.50	5.35	46049	14988951	325.50
7.20	5.08	50313	16829774	334.50
6.90	4.89	67390	22598433	335.34
6.60	4.63	73761	25407365	344.46
6.30	4.36	80107	28382599	354.31
6.00	4.08	86762	31671666	365.04
5.70	3.90	115485	42759479	370.26
5.40	3.63	125113	47866094	382.58
5.10	3.36	134912	53491056	396.49
4.80	3.08	144249	59198934	410.39
4.50	2.89	188146	79165409	420.77
4.20	2.62	201661	88203133	437.38
3.90	2.35	215049	98004828	455.73
3.60	2.14	270420	128036066	473.47
3.30	1.87	287954	142689558	495.53
3.00	1.60	304090	158230022	520.34
2.70	1.33	316711	172957928	546.11
2.40	1.12	388386	223713922	576.01
2.10	0.85	403668	245654380	608.56
1.80	0.58	414273	266955263	644.39
1.50	0.37	491466	339216329	690.21
1.20	0.10	500988	370852447	740.24
0.90	0.00	581309	468931606	806.68
0.60	0.00	585011	517472664	884.55
0.30	0.00	198844	2687344354	13514.84
