pscore	qscore	npeaks	lpeaks	avelpeak
9.90	5.97	609	84768	139.19
9.60	5.74	733	102586	139.95
9.30	5.60	1121	157939	140.89
9.00	5.41	1419	200166	141.06
8.70	5.17	1680	237066	141.11
8.40	4.94	2036	288401	141.65
8.10	4.71	2571	365868	142.31
7.80	4.47	2921	417674	142.99
7.50	4.39	5122	730337	142.59
7.20	4.17	6244	893706	143.13
6.90	3.93	7502	1080927	144.09
6.60	3.70	9118	1324546	145.27
6.30	3.45	10677	1564594	146.54
6.00	3.35	19171	2799695	146.04
5.70	3.16	23401	3443069	147.13
5.40	2.94	28578	4243849	148.50
5.10	2.69	33442	5025993	150.29
4.80	2.44	38428	5852932	152.31
4.50	2.32	70124	10721348	152.89
4.20	2.16	85948	13326566	155.05
3.90	1.93	103082	16228529	157.43
3.60	1.67	117393	18771519	159.90
3.30	1.41	130245	21204492	162.80
3.00	1.37	255154	42513299	166.62
2.70	1.15	308867	52874646	171.19
2.40	0.90	349328	61288888	175.45
2.10	0.63	376915	67655399	179.50
1.80	0.50	723179	138782178	191.91
1.50	0.37	858038	172699638	201.27
1.20	0.11	938298	197234151	210.20
0.90	0.00	963221	208267439	216.22
0.60	0.00	248971	2732383911	10974.71
0.30	0.00	15356	2833790498	184539.63
