pscore	qscore	npeaks	lpeaks	avelpeak
9.90	5.40	190	12623	66.44
9.60	5.21	277	18473	66.69
9.30	4.94	337	22614	67.10
9.00	4.71	343	23053	67.21
8.70	4.48	416	28022	67.36
8.40	4.25	510	34703	68.05
8.10	4.20	1114	76384	68.57
7.80	3.98	1612	111324	69.06
7.50	3.75	1643	113552	69.11
7.20	3.53	2088	144494	69.20
6.90	3.29	2462	170996	69.45
6.60	3.05	2981	208698	70.01
6.30	2.99	6676	473938	70.99
6.00	2.76	9728	694178	71.36
5.70	2.57	10082	720479	71.46
5.40	2.35	12535	901167	71.89
5.10	2.12	15975	1162211	72.75
4.80	1.87	17285	1264694	73.17
4.50	1.61	19191	1416089	73.79
4.20	1.45	48471	3763449	77.64
3.90	1.45	69954	5555339	79.41
3.60	1.24	86342	6976716	80.80
3.30	1.02	107648	8894468	82.63
3.00	0.77	121056	10162526	83.95
2.70	0.50	132201	11260583	85.18
2.40	0.23	141668	12276744	86.66
2.10	0.00	147364	12940504	87.81
1.80	0.00	158381	2362461716	14916.32
1.50	0.00	82688	2753785985	33303.33
1.20	0.00	35913	2865001682	79776.17
0.90	0.00	8412	2741902764	325951.35
0.60	0.00	404	1224234880	3030284.36
