pscore	qscore	npeaks	lpeaks	avelpeak
9.90	7.14	10186	2113380	207.48
9.60	6.88	11339	2361946	208.30
9.30	6.61	12452	2608408	209.48
9.00	6.34	13585	2864307	210.84
8.70	6.16	18743	3883001	207.17
8.40	5.89	20584	4291205	208.47
8.10	5.63	22621	4741877	209.62
7.80	5.35	24618	5192907	210.94
7.50	5.09	26936	5727552	212.64
7.20	4.92	38375	8027374	209.18
6.90	4.65	41729	8798193	210.84
6.60	4.38	45348	9640607	212.59
6.30	4.11	49582	10634776	214.49
6.00	3.93	70148	14875232	212.05
5.70	3.67	76470	16362086	213.97
5.40	3.40	83806	18117368	216.18
5.10	3.13	90536	19779361	218.47
4.80	2.86	126392	27496466	217.55
4.50	2.68	138184	30422494	220.16
4.20	2.41	150099	33485446	223.09
3.90	2.14	162750	36830179	226.30
3.60	1.87	175353	40314696	229.91
3.30	1.69	240204	55578606	231.38
3.00	1.42	260917	61519603	235.78
2.70	1.15	280435	67480783	240.63
2.40	0.92	367507	89984273	244.85
2.10	0.70	399710	100498770	251.43
1.80	0.43	428803	111021831	258.91
1.50	0.16	453165	121108251	267.25
1.20	0.00	598621	168217823	281.01
0.90	0.00	639564	188963341	295.46
0.60	0.00	665025	207638643	312.23
0.30	0.00	209882	2803112922	13355.66
