pscore	qscore	npeaks	lpeaks	avelpeak
9.90	6.46	2076	555874	267.76
9.60	6.21	2427	661226	272.45
9.30	5.96	2831	784882	277.25
9.00	5.71	3255	923412	283.69
8.70	5.55	4158	1160173	279.02
8.40	5.30	4839	1374513	284.05
8.10	5.05	5623	1626635	289.28
7.80	4.80	6559	1933641	294.81
7.50	4.63	9000	2598187	288.69
7.20	4.41	10414	3082713	296.02
6.90	4.16	12066	3671019	304.24
6.60	3.91	14091	4394194	311.84
6.30	3.69	20693	6216471	300.41
6.00	3.53	24049	7439387	309.34
5.70	3.28	27990	8916828	318.57
5.40	3.03	32227	10617254	329.45
5.10	2.81	50028	15978266	319.39
4.80	2.67	58367	19310857	330.85
4.50	2.42	67247	23160939	344.42
4.20	2.17	76273	27476940	360.24
3.90	2.00	125004	44774434	358.18
3.60	1.82	144061	54346999	377.25
3.30	1.57	161610	64389286	398.42
3.00	1.31	178592	75360746	421.97
2.70	1.22	297058	130205080	438.32
2.40	0.97	326325	153225892	469.55
2.10	0.71	349401	176005864	503.74
1.80	0.60	547565	303922211	555.04
1.50	0.37	579167	353682165	610.67
1.20	0.11	592545	397027064	670.04
0.90	0.02	816069	667168828	817.54
0.60	0.00	801385	747935358	933.30
0.30	0.00	115150	2811270920	24413.99
