pscore	qscore	npeaks	lpeaks	avelpeak
9.90	7.33	12872	2996639	232.80
9.60	7.06	14028	3281694	233.94
9.30	6.88	19457	4511152	231.85
9.00	6.61	21290	4967754	233.34
8.70	6.34	23402	5499390	235.00
8.40	6.07	25244	5974640	236.68
8.10	5.89	34324	8089819	235.69
7.80	5.62	37817	8972879	237.27
7.50	5.35	41356	9888662	239.11
7.20	5.08	45084	10872753	241.17
6.90	4.89	60865	14677299	241.15
6.60	4.63	66599	16196238	243.19
6.30	4.36	72329	17734243	245.19
6.00	4.08	78493	19434667	247.60
5.70	3.90	105291	26229679	249.12
5.40	3.63	114444	28822569	251.85
5.10	3.36	123954	31616320	255.06
4.80	3.08	133309	34427158	258.25
4.50	2.89	175810	45951031	261.37
4.20	2.62	190038	50388776	265.15
3.90	2.35	204948	55235192	269.51
3.60	2.14	261479	71759141	274.44
3.30	1.87	282715	79006281	279.46
3.00	1.60	303960	86654100	285.08
2.70	1.33	323170	94013869	290.91
2.40	1.12	406890	121953379	299.72
2.10	0.85	434191	133573347	307.64
1.80	0.58	458747	145099169	316.29
1.50	0.37	565500	187047483	330.76
1.20	0.10	599164	205933800	343.70
0.90	0.00	731241	268553298	367.26
0.60	0.00	774981	302452702	390.27
0.30	0.00	399819	2548057460	6373.03
