pscore	qscore	npeaks	lpeaks	avelpeak
9.90	6.85	5536	808417	146.03
9.60	6.61	6533	962351	147.31
9.30	6.34	7299	1094152	149.90
9.00	6.09	8356	1276077	152.71
8.70	5.82	9369	1454487	155.24
8.40	5.57	13274	2026108	152.64
8.10	5.42	15465	2403100	155.39
7.80	5.16	17084	2702229	158.17
7.50	4.90	19463	3158422	162.28
7.20	4.64	21917	3641868	166.17
6.90	4.37	24750	4224370	170.68
6.60	4.21	36174	6115306	169.05
6.30	3.97	41348	7189041	173.87
6.00	3.71	46578	8336991	178.99
5.70	3.44	51196	9396046	183.53
5.40	3.18	56998	10812640	189.70
5.10	2.91	82500	15601283	189.11
4.80	2.76	93391	18255704	195.48
4.50	2.50	106068	21523299	202.92
4.20	2.24	117246	24679506	210.49
3.90	1.97	128151	28067430	219.02
3.60	1.70	138290	31495183	227.75
3.30	1.55	208217	48073649	230.88
3.00	1.29	231159	55844410	241.58
2.70	1.03	250865	63490454	253.09
2.40	0.75	266359	70528784	264.79
2.10	0.55	395306	107271338	271.36
1.80	0.36	442070	127792335	289.08
1.50	0.11	474469	146582766	308.94
1.20	0.00	493028	162634689	329.87
0.90	0.00	362120	2269239639	6266.54
0.60	0.00	127810	2834950811	22180.98
0.30	0.00	18464	2876862136	155809.26
