pscore	qscore	npeaks	lpeaks	avelpeak
9.90	6.87	3114	815426	261.86
9.60	6.62	3596	951374	264.56
9.30	6.36	4033	1079772	267.73
9.00	6.11	4740	1294901	273.19
8.70	5.84	5269	1476844	280.29
8.40	5.63	8229	2234122	271.49
8.10	5.44	9281	2579209	277.90
7.80	5.18	10870	3104695	285.62
7.50	4.93	12079	3525601	291.88
7.20	4.67	13792	4174139	302.65
6.90	4.43	21012	6176788	293.96
6.60	4.26	23732	7190040	302.97
6.30	4.00	26900	8407479	312.55
6.00	3.74	30252	9807284	324.19
5.70	3.47	33496	11271091	336.49
5.40	3.29	49663	16511269	332.47
5.10	3.06	56255	19497241	346.59
4.80	2.80	62654	22624728	361.11
4.50	2.53	69973	26511503	378.88
4.20	2.26	75738	29913218	394.96
3.90	2.10	108929	43261730	397.16
3.60	1.84	121311	50911984	419.68
3.30	1.58	132025	58306655	441.63
3.00	1.31	142773	66740229	467.46
2.70	1.14	196356	93997975	478.71
2.40	0.88	213359	108720629	509.57
2.10	0.62	226757	123098832	542.87
1.80	0.35	238216	139101709	583.93
1.50	0.19	317454	194459715	612.56
1.20	0.00	332538	222047585	667.74
0.90	0.00	338696	247631408	731.13
0.60	0.00	173205	2594481544	14979.25
0.30	0.00	49182	2877691478	58511.07
