pscore	qscore	npeaks	lpeaks	avelpeak
9.90	5.62	212	50290	237.22
9.60	5.39	251	60783	242.16
9.30	5.21	331	79205	239.29
9.00	5.01	395	94811	240.03
8.70	4.79	486	116652	240.02
8.40	4.57	608	145546	239.38
8.10	4.34	713	172321	241.68
7.80	4.17	1060	250112	235.95
7.50	4.00	1338	317137	237.02
7.20	3.78	1661	394448	237.48
6.90	3.55	2043	489608	239.65
6.60	3.32	2447	593399	242.50
6.30	3.20	4070	966845	237.55
6.00	3.02	5042	1208624	239.71
5.70	2.79	6175	1499937	242.90
5.40	2.56	7496	1846913	246.39
5.10	2.33	9117	2274652	249.50
4.80	2.29	17217	4204660	244.22
4.50	2.07	21578	5345653	247.74
4.20	1.84	25860	6526047	252.36
3.90	1.60	30598	7874081	257.34
3.60	1.51	62919	15990032	254.14
3.30	1.36	76090	19786673	260.04
3.00	1.13	90667	24242134	267.38
2.70	0.88	105415	29062735	275.70
2.40	0.81	226523	63486181	280.26
2.10	0.66	266361	77453654	290.78
1.80	0.42	306646	93233456	304.04
1.50	0.20	611783	201856486	329.95
1.20	0.19	719921	255344300	354.68
0.90	0.00	793124	303532274	382.70
0.60	0.00	480756	2442713862	5080.98
0.30	0.00	136304	2896538150	21250.57
