pscore	qscore	npeaks	lpeaks	avelpeak
9.90	6.17	1269	248096	195.51
9.60	5.93	1478	289282	195.73
9.30	5.68	1726	339128	196.48
9.00	5.44	2007	395917	197.27
8.70	5.20	2557	499325	195.28
8.40	5.03	3012	588132	195.26
8.10	4.79	3529	692659	196.28
7.80	4.56	4180	824504	197.25
7.50	4.32	4926	980754	199.10
7.20	4.15	6630	1300915	196.22
6.90	3.94	7995	1577381	197.30
6.60	3.70	9444	1876813	198.73
6.30	3.46	11050	2216547	200.59
6.00	3.22	13019	2640843	202.85
5.70	3.11	19333	3842831	198.77
5.40	2.87	22822	4582478	200.79
5.10	2.63	26950	5473418	203.10
4.80	2.38	31343	6467295	206.34
4.50	2.29	51470	10340281	200.90
4.20	2.07	61775	12585058	203.72
3.90	1.83	72104	14944482	207.26
3.60	1.58	83335	17628478	211.54
3.30	1.48	147829	30744008	207.97
3.00	1.30	177751	37849775	212.94
2.70	1.05	204378	44674835	218.59
2.40	0.79	230036	51775259	225.07
2.10	0.76	442789	101558383	229.36
1.80	0.52	507931	121167110	238.55
1.50	0.27	561300	139925798	249.29
1.20	0.17	1048095	284482560	271.43
0.90	0.00	1170724	342682218	292.71
0.60	0.00	1220902	383444226	314.07
0.30	0.00	216274	2818706698	13033.04
