pscore	qscore	npeaks	lpeaks	avelpeak
9.90	6.50	1823	339113	186.02
9.60	6.24	2029	378417	186.50
9.30	5.99	2377	446055	187.65
9.00	5.78	3526	657847	186.57
8.70	5.58	4094	767368	187.44
8.40	5.34	4802	904172	188.29
8.10	5.08	5484	1042043	190.02
7.80	4.83	6372	1216146	190.86
7.50	4.58	7294	1403082	192.36
7.20	4.45	11895	2263329	190.28
6.90	4.20	13895	2662827	191.64
6.60	3.94	15561	3012479	193.59
6.30	3.69	17752	3463426	195.10
6.00	3.44	20313	4001569	197.00
5.70	3.32	33362	6523147	195.53
5.40	3.07	38238	7550145	197.45
5.10	2.81	43382	8653258	199.47
4.80	2.55	48841	9860048	201.88
4.50	2.29	54726	11196335	204.59
4.20	2.19	91822	18736512	204.05
3.90	1.93	102728	21255007	206.91
3.60	1.68	116541	24575958	210.88
3.30	1.41	127985	27452331	214.50
3.00	1.24	206256	44696165	216.70
2.70	1.04	232241	51433526	221.47
2.40	0.79	259864	59071759	227.32
2.10	0.53	284270	66395124	233.56
1.80	0.33	442341	107337243	242.66
1.50	0.17	492991	124489570	252.52
1.20	0.00	542260	143850791	265.28
0.90	0.00	578842	162327621	280.44
0.60	0.00	309578	2619765374	8462.38
0.30	0.00	134108	2859288529	21320.79
