pscore	qscore	npeaks	lpeaks	avelpeak
9.90	6.56	2658	541438	203.70
9.60	6.30	2981	613521	205.81
9.30	6.10	3956	799218	202.03
9.00	5.89	4553	921974	202.50
8.70	5.64	5207	1060736	203.71
8.40	5.38	5915	1209385	204.46
8.10	5.12	6673	1373665	205.85
7.80	4.93	9563	1924461	201.24
7.50	4.73	11028	2234233	202.60
7.20	4.47	12638	2578183	204.00
6.90	4.22	14384	2954181	205.38
6.60	3.96	16142	3351446	207.62
6.30	3.83	25080	5080482	202.57
6.00	3.58	28515	5827002	204.35
5.70	3.33	32386	6681775	206.32
5.40	3.07	36468	7611709	208.72
5.10	2.81	40657	8600090	211.53
4.80	2.70	65851	13654346	207.35
4.50	2.44	74612	15687223	210.25
4.20	2.19	84023	17940975	213.52
3.90	1.92	92814	20145582	217.05
3.60	1.82	152390	32840742	215.50
3.30	1.56	171803	37732357	219.63
3.00	1.30	190997	42883354	224.52
2.70	1.04	209917	48255239	229.88
2.40	0.93	337078	78432140	232.68
2.10	0.67	375119	89877796	239.60
1.80	0.41	410598	101715899	247.73
1.50	0.18	631718	163754111	259.22
1.20	0.05	701602	191265643	272.61
0.90	0.00	755192	218156028	288.87
0.60	0.00	449339	2492732580	5547.55
0.30	0.00	183370	2857745185	15584.58
