pscore	qscore	npeaks	lpeaks	avelpeak
9.90	7.14	11582	3038091	262.31
9.60	6.88	12914	3444889	266.76
9.30	6.61	14182	3851536	271.58
9.00	6.34	15523	4294894	276.68
8.70	6.16	21001	5605373	266.91
8.40	5.89	23066	6259546	271.38
8.10	5.63	25353	7012638	276.60
7.80	5.35	27606	7782272	281.91
7.50	5.09	30181	8697212	288.17
7.20	4.92	42214	11786784	279.22
6.90	4.65	45904	13113650	285.68
6.60	4.38	49894	14633630	293.29
6.30	4.11	54413	16427819	301.91
6.00	3.93	75820	22327756	294.48
5.70	3.67	82467	24990814	303.04
5.40	3.40	90114	28161812	312.51
5.10	3.13	96895	31201921	322.02
4.80	2.86	133146	42406205	318.49
4.50	2.68	144611	47681061	329.72
4.20	2.41	155586	53198546	341.92
3.90	2.14	166905	59306898	355.33
3.60	1.87	177488	65649203	369.88
3.30	1.69	238358	88652628	371.93
3.00	1.42	254406	99156404	389.76
2.70	1.15	268187	109652625	408.87
2.40	0.92	343268	143560587	418.22
2.10	0.70	364020	161237461	442.94
1.80	0.43	379548	178867849	471.27
1.50	0.16	389240	195165104	501.40
1.20	0.00	495999	263235175	530.72
0.90	0.00	508136	293915807	578.42
0.60	0.00	508382	319061668	627.60
0.30	0.00	93962	2856701334	30402.73
