pscore	qscore	npeaks	lpeaks	avelpeak
9.90	7.27	17296	3922458	226.78
9.60	7.00	18954	4353019	229.66
9.30	6.73	20284	4727654	233.07
9.00	6.45	22025	5221443	237.07
8.70	6.18	23988	5777497	240.85
8.40	5.97	29573	6979404	236.01
8.10	5.70	32329	7748256	239.67
7.80	5.43	35429	8638427	243.82
7.50	5.15	38164	9489125	248.64
7.20	4.88	41442	10527383	254.03
6.90	4.67	52457	13066831	249.10
6.60	4.40	57348	14582925	254.29
6.30	4.13	61717	16026163	259.67
6.00	3.85	66837	17821951	266.65
5.70	3.58	71553	19551894	273.25
5.40	3.37	92636	24841561	268.16
5.10	3.10	100627	27727053	275.54
4.80	2.83	107860	30508440	282.85
4.50	2.55	115633	33696849	291.41
4.20	2.28	123019	36957097	300.42
3.90	2.08	161463	47673585	295.26
3.60	1.81	172929	52776019	305.19
3.30	1.54	183843	58164916	316.38
3.00	1.26	194004	63794557	328.83
2.70	1.07	256693	83453465	325.11
2.40	0.80	274342	93198527	339.72
2.10	0.53	288924	102941050	356.29
1.80	0.26	301236	112922252	374.86
1.50	0.10	421840	158748730	376.32
1.20	0.00	444366	179422553	403.77
0.90	0.00	457214	199438094	436.20
0.60	0.00	234127	2591084448	11067.00
0.30	0.00	80719	2856531687	35388.59
