pscore	qscore	npeaks	lpeaks	avelpeak
9.90	6.35	1502	267145	177.86
9.60	6.11	1806	324148	179.48
9.30	5.88	2125	388893	183.01
9.00	5.75	3333	596245	178.89
8.70	5.51	4127	737539	178.71
8.40	5.27	4677	844207	180.50
8.10	5.03	5453	996034	182.66
7.80	4.78	6391	1188306	185.93
7.50	4.64	10479	1919390	183.17
7.20	4.43	12218	2267549	185.59
6.90	4.20	14463	2732206	188.91
6.60	3.95	16733	3229412	193.00
6.30	3.70	19689	3907125	198.44
6.00	3.51	30608	6035061	197.17
5.70	3.36	36872	7463960	202.43
5.40	3.12	45021	9432555	209.51
5.10	2.87	51094	11028225	215.84
4.80	2.62	57954	12940276	223.29
4.50	2.43	96384	22108651	229.38
4.20	2.28	111839	26769286	239.36
3.90	2.03	129495	32561404	251.45
3.60	1.78	146931	38792224	264.02
3.30	1.51	160650	44276193	275.61
3.00	1.41	262237	76929459	293.36
2.70	1.18	301789	94451743	312.97
2.40	0.92	334591	111795462	334.13
2.10	0.66	357508	126697393	354.39
1.80	0.49	546450	213374905	390.47
1.50	0.31	607855	260516580	428.58
1.20	0.06	641365	301063120	469.41
0.90	0.00	647695	323080463	498.82
0.60	0.00	190192	2681293669	14097.83
0.30	0.00	10049	2883025936	286896.80
