pscore	qscore	npeaks	lpeaks	avelpeak
9.90	6.87	2854	655859	229.80
9.60	6.62	3280	758328	231.20
9.30	6.36	3672	850652	231.66
9.00	6.11	4289	1000230	233.21
8.70	5.84	4707	1102223	234.17
8.40	5.63	7526	1751782	232.76
8.10	5.44	8421	1971046	234.06
7.80	5.18	9810	2319198	236.41
7.50	4.93	10831	2577499	237.97
7.20	4.67	12231	2938301	240.23
6.90	4.43	19049	4562945	239.54
6.60	4.26	21388	5172410	241.84
6.30	4.00	24081	5879899	244.17
6.00	3.74	26932	6648638	246.87
5.70	3.47	29556	7374546	249.51
5.40	3.29	44802	11223314	250.51
5.10	3.06	50550	12828501	253.78
4.80	2.80	56188	14446293	257.11
4.50	2.53	62711	16378744	261.18
4.20	2.26	67890	17999732	265.13
3.90	2.10	100191	26996073	269.45
3.60	1.84	112313	30855506	274.73
3.30	1.58	123388	34557681	280.07
3.00	1.31	134971	38642248	286.30
2.70	1.14	191204	56372199	294.83
2.40	0.88	212098	64305469	303.19
2.10	0.62	231056	72055275	311.85
1.80	0.35	250613	80744641	322.19
1.50	0.19	347635	118262234	340.19
1.20	0.00	380139	135409987	356.21
0.90	0.00	405985	152234781	374.98
0.60	0.00	267683	2507810017	9368.58
0.30	0.00	119826	2831230453	23627.85
