pscore	qscore	npeaks	lpeaks	avelpeak
9.90	6.85	8991	1749891	194.63
9.60	6.58	9803	1926876	196.56
9.30	6.32	10781	2155769	199.96
9.00	6.05	11773	2381530	202.29
8.70	5.88	14381	2820231	196.11
8.40	5.61	15725	3130233	199.06
8.10	5.35	17375	3522053	202.71
7.80	5.08	19092	3937539	206.24
7.50	4.81	20842	4380021	210.15
7.20	4.66	27242	5473549	200.92
6.90	4.40	30586	6234803	203.84
6.60	4.13	33810	7023809	207.74
6.30	3.87	37407	7927951	211.94
6.00	3.60	41129	8937145	217.30
5.70	3.43	58780	12192355	207.42
5.40	3.20	65230	13859823	212.48
5.10	2.94	72436	15802107	218.15
4.80	2.67	79986	17983614	224.83
4.50	2.40	87199	20301208	232.81
4.20	2.27	132654	29828577	224.86
3.90	2.01	146972	34174402	232.52
3.60	1.74	162707	39338973	241.78
3.30	1.48	177282	44719573	252.25
3.00	1.24	273653	67877875	248.04
2.70	1.09	305589	79397368	259.82
2.40	0.83	334612	91579187	273.69
2.10	0.56	358374	103640315	289.20
1.80	0.31	573631	168441576	293.64
1.50	0.21	633885	200667326	316.57
1.20	0.00	671959	230432928	342.93
0.90	0.00	690648	256944016	372.03
0.60	0.00	262513	2692127868	10255.22
0.30	0.00	66125	2920769548	44170.43
