pscore	qscore	npeaks	lpeaks	avelpeak
9.90	6.85	7629	1096951	143.79
9.60	6.58	8322	1203794	144.65
9.30	6.32	9120	1327141	145.52
9.00	6.05	9974	1456538	146.03
8.70	5.88	12310	1748615	142.05
8.40	5.61	13435	1919293	142.86
8.10	5.35	14775	2123986	143.76
7.80	5.08	16249	2350203	144.64
7.50	4.81	17710	2582326	145.81
7.20	4.66	23433	3308153	141.17
6.90	4.40	26295	3732805	141.96
6.60	4.13	29071	4159095	143.07
6.30	3.87	32095	4634648	144.40
6.00	3.60	35379	5159724	145.84
5.70	3.43	50969	7181872	140.91
5.40	3.20	56517	8051458	142.46
5.10	2.94	62818	9060082	144.23
4.80	2.67	69442	10152595	146.20
4.50	2.40	76005	11292169	148.57
4.20	2.27	116745	16876676	144.56
3.90	2.01	129774	19068273	146.93
3.60	1.74	144801	21681990	149.74
3.30	1.48	159330	24356217	152.87
3.00	1.24	251007	38146882	151.98
2.70	1.09	284477	44256492	155.57
2.40	0.83	317605	50808918	159.98
2.10	0.56	347887	57368493	164.91
1.80	0.31	584375	99992406	171.11
1.50	0.21	671168	120071403	178.90
1.20	0.00	741528	139401946	187.99
0.90	0.00	795489	157817525	198.39
0.60	0.00	399890	2629148000	6574.68
0.30	0.00	146932	2894752516	19701.31
