pscore	qscore	npeaks	lpeaks	avelpeak
9.90	6.21	932	144213	154.73
9.60	5.97	1099	170355	155.01
9.30	5.74	1313	204229	155.54
9.00	5.49	1582	246825	156.02
8.70	5.27	2335	360382	154.34
8.40	5.14	2845	441138	155.06
8.10	4.91	3408	530868	155.77
7.80	4.66	4050	634737	156.73
7.50	4.42	4769	753151	157.93
7.20	4.17	5582	887600	159.01
6.90	4.09	9208	1450123	157.49
6.60	3.85	10982	1743875	158.79
6.30	3.61	13190	2110373	160.00
6.00	3.36	15424	2494272	161.71
5.70	3.10	17604	2874703	163.30
5.40	3.04	30746	4973556	161.76
5.10	2.80	37067	6056473	163.39
4.80	2.55	44226	7329142	165.72
4.50	2.30	49999	8392549	167.85
4.20	2.11	88906	14962961	168.30
3.90	1.99	106684	18227047	170.85
3.60	1.75	125641	21868266	174.05
3.30	1.50	143753	25513312	177.48
3.00	1.23	159441	28906115	181.30
2.70	1.18	300901	55851682	185.61
2.40	0.94	350257	66793319	190.70
2.10	0.68	395609	77824730	196.72
1.80	0.41	425160	86080463	202.47
1.50	0.37	810595	176288587	217.48
1.20	0.13	922369	211873977	229.71
0.90	0.00	971435	233618959	240.49
0.60	0.00	411569	2620164491	6366.28
0.30	0.00	67018	2901851408	43299.58
