pscore	qscore	npeaks	lpeaks	avelpeak
9.90	6.50	3738	1120608	299.79
9.60	6.24	4183	1271239	303.91
9.30	5.99	4679	1438790	307.50
9.00	5.79	5558	1698119	305.53
8.70	5.54	6283	1946237	309.76
8.40	5.29	7125	2220511	311.65
8.10	5.04	7966	2522992	316.72
7.80	4.79	8995	2897245	322.10
7.50	4.61	11226	3528414	314.31
7.20	4.36	12822	4086798	318.73
6.90	4.11	14611	4733462	323.97
6.60	3.86	16595	5476867	330.03
6.30	3.71	22004	6998569	318.06
6.00	3.47	25347	8215414	324.12
5.70	3.22	28988	9625512	332.05
5.40	2.96	32942	11202910	340.08
5.10	2.83	47890	15639205	326.57
4.80	2.59	55405	18613906	335.96
4.50	2.34	63510	22033364	346.93
4.20	2.09	72106	25960973	360.04
3.90	1.99	114928	39939902	347.52
3.60	1.75	132396	48041566	362.86
3.30	1.50	148994	56757598	380.94
3.00	1.25	247495	95170672	384.54
2.70	1.17	281901	115262843	408.88
2.40	0.92	311708	136208744	436.98
2.10	0.66	336321	157907717	469.51
1.80	0.59	559096	286806795	512.98
1.50	0.34	594943	335183753	563.39
1.20	0.09	611896	378517610	618.60
0.90	0.03	889560	692865106	778.89
0.60	0.00	874264	775505709	887.04
0.30	0.00	120122	2821725638	23490.50
