pscore	qscore	npeaks	lpeaks	avelpeak
9.90	5.08	23	6822	296.61
9.60	4.87	34	9754	286.88
9.30	4.66	49	13985	285.41
9.00	4.48	62	17467	281.73
8.70	4.35	88	25971	295.12
8.40	4.16	113	33160	293.45
8.10	3.94	160	46982	293.64
7.80	3.73	197	58716	298.05
7.50	3.59	332	99571	299.91
7.20	3.46	455	139008	305.51
6.90	3.24	600	189885	316.48
6.60	3.03	792	255747	322.91
6.30	2.80	1035	346250	334.54
6.00	2.74	2036	642353	315.50
5.70	2.57	2625	864779	329.44
5.40	2.34	3383	1188750	351.39
5.10	2.12	4446	1626767	365.89
4.80	1.95	9345	3218729	344.43
4.50	1.91	12126	4394957	362.44
4.20	1.67	15203	5844632	384.44
3.90	1.45	19324	7962505	412.05
3.60	1.24	43622	17215487	394.65
3.30	1.24	54394	23093095	424.55
3.00	1.02	66225	30460050	459.95
2.70	0.78	78796	39680418	503.58
2.40	0.62	184984	95527237	516.41
2.10	0.60	215071	122981539	571.82
1.80	0.36	240593	153951807	639.88
1.50	0.12	258187	187689521	726.95
1.20	0.09	538404	479106770	889.86
0.90	0.00	541159	558297880	1031.67
0.60	0.00	177211	2654141948	14977.30
0.30	0.00	33467	2886366194	86245.14
