pscore	qscore	npeaks	lpeaks	avelpeak
9.90	6.32	2281	454461	199.24
9.60	6.10	2685	531415	197.92
9.30	5.86	3111	615825	197.95
9.00	5.60	3468	692167	199.59
8.70	5.36	3991	797994	199.95
8.40	5.11	4522	908047	200.81
8.10	4.91	5556	1103778	198.66
7.80	4.67	6416	1275842	198.85
7.50	4.42	7372	1471785	199.65
7.20	4.17	8414	1689965	200.85
6.90	3.92	9656	1953888	202.35
6.60	3.77	12706	2523490	198.61
6.30	3.52	14646	2931812	200.18
6.00	3.28	17124	3457499	201.91
5.70	3.03	19732	4016649	203.56
5.40	2.79	22824	4696997	205.79
5.10	2.67	33571	6729728	200.46
4.80	2.43	38999	7908589	202.79
4.50	2.19	45457	9345635	205.59
4.20	1.94	52062	10874813	208.88
3.90	1.81	85611	17354631	202.71
3.60	1.62	100202	20646795	206.05
3.30	1.38	115655	24329953	210.37
3.00	1.13	132373	28508858	215.37
2.70	0.95	241045	51124192	212.09
2.40	0.84	281219	61312282	218.02
2.10	0.60	322023	72621559	225.52
1.80	0.35	357689	83765563	234.19
1.50	0.23	702139	170436663	242.74
1.20	0.09	800979	206105424	257.32
0.90	0.00	869222	238340899	274.20
0.60	0.00	468989	2515086733	5362.78
0.30	0.00	167581	2833933756	16910.83
