pscore	qscore	npeaks	lpeaks	avelpeak
9.90	6.90	7248	2018091	278.43
9.60	6.64	8086	2292701	283.54
9.30	6.44	9955	2764340	277.68
9.00	6.17	11077	3132120	282.76
8.70	5.91	12345	3556336	288.08
8.40	5.65	13680	4009677	293.11
8.10	5.38	17941	5082701	283.30
7.80	5.20	19858	5742837	289.20
7.50	4.94	22281	6573999	295.05
7.20	4.67	24613	7444217	302.45
6.90	4.41	27310	8482374	310.60
6.60	4.24	37246	11178722	300.13
6.30	3.97	41363	12755237	308.37
6.00	3.71	45954	14641899	318.62
5.70	3.45	50608	16684728	329.69
5.40	3.28	71824	22782008	317.19
5.10	3.02	79343	26012165	327.84
4.80	2.76	87227	29715630	340.67
4.50	2.50	95142	33707335	354.28
4.20	2.33	138505	47647913	344.02
3.90	2.08	151412	54496697	359.92
3.60	1.82	164328	62081857	377.79
3.30	1.56	176934	70331177	397.50
3.00	1.41	255320	101020480	395.66
2.70	1.15	274002	115001275	419.71
2.40	0.88	290808	129900218	446.69
2.10	0.67	404045	185756262	459.74
1.80	0.47	426643	211874675	496.61
1.50	0.21	443275	239463153	540.21
1.20	0.00	589072	342768371	581.88
0.90	0.00	602284	392365808	651.46
0.60	0.00	599126	438793646	732.39
0.30	0.00	122250	2840599766	23235.99
