pscore	qscore	npeaks	lpeaks	avelpeak
9.90	6.90	6131	1317952	214.97
9.60	6.64	6834	1477645	216.22
9.30	6.44	8558	1822228	212.93
9.00	6.17	9497	2036109	214.39
8.70	5.91	10561	2276058	215.52
8.40	5.65	11698	2539277	217.07
8.10	5.38	15638	3318360	212.20
7.80	5.20	17290	3697076	213.83
7.50	4.94	19403	4172484	215.04
7.20	4.67	21401	4645087	217.05
6.90	4.41	23738	5197553	218.95
6.60	4.24	33010	7074303	214.31
6.30	3.97	36665	7922671	216.08
6.00	3.71	40774	8905910	218.42
5.70	3.45	44994	9933132	220.77
5.40	3.28	65337	14093584	215.71
5.10	3.02	72383	15803212	218.33
4.80	2.76	80089	17725910	221.33
4.50	2.50	87910	19774220	224.94
4.20	2.33	131254	28995432	220.91
3.90	2.08	145107	32567028	224.43
3.60	1.82	159619	36479269	228.54
3.30	1.56	174838	40760615	233.13
3.00	1.41	260108	60446900	232.39
2.70	1.15	285438	67907401	237.91
2.40	0.88	310769	75876664	244.16
2.10	0.67	449200	111345422	247.87
1.80	0.47	492239	126182953	256.34
1.50	0.21	534027	142325255	266.51
1.20	0.00	751001	209830250	279.40
0.90	0.00	815896	241948403	296.54
0.60	0.00	863628	275324141	318.80
0.30	0.00	318824	2749843227	8624.96
