pscore	qscore	npeaks	lpeaks	avelpeak
9.90	6.41	2747	756737	275.48
9.60	6.16	3128	872343	278.88
9.30	5.91	3511	990276	282.05
9.00	5.66	3969	1134829	285.92
8.70	5.41	4496	1303392	289.90
8.40	5.23	5528	1580063	285.83
8.10	4.99	6346	1840961	290.10
7.80	4.74	7248	2129638	293.82
7.50	4.48	8305	2474938	298.01
7.20	4.30	10855	3128666	288.22
6.90	4.09	12510	3667733	293.18
6.60	3.84	14238	4255154	298.86
6.30	3.59	16410	5011961	305.42
6.00	3.34	18539	5803630	313.05
5.70	3.23	27134	8058360	296.98
5.40	2.98	31405	9553212	304.19
5.10	2.73	36021	11281483	313.19
4.80	2.48	40816	13188927	323.13
4.50	2.36	66040	20366128	308.39
4.20	2.14	76431	24462423	320.06
3.90	1.89	87423	29172025	333.69
3.60	1.64	97865	34230270	349.77
3.30	1.52	172593	59509939	344.80
3.00	1.32	196484	71392023	363.35
2.70	1.07	217397	83801851	385.48
2.40	0.81	235393	96611887	410.43
2.10	0.75	423005	184885669	437.08
1.80	0.50	459397	218309694	475.21
1.50	0.24	478996	246225130	514.04
1.20	0.14	772244	467579019	605.48
0.90	0.00	790052	542787222	687.03
0.60	0.00	780440	589148309	754.89
0.30	0.00	65718	2864085123	43581.44
