pscore	qscore	npeaks	lpeaks	avelpeak
9.90	6.33	1609	488219	303.43
9.60	6.09	1891	581071	307.28
9.30	5.84	2207	685009	310.38
9.00	5.67	2815	862666	306.45
8.70	5.42	3361	1035636	308.13
8.40	5.18	3929	1231846	313.53
8.10	4.93	4621	1467894	317.66
7.80	4.69	5371	1754459	326.65
7.50	4.53	7268	2314531	318.46
7.20	4.29	8583	2791463	325.23
6.90	4.04	9896	3291786	332.64
6.60	3.80	11513	3939522	342.18
6.30	3.66	16718	5496074	328.75
6.00	3.42	19342	6547356	338.50
5.70	3.17	22628	7913168	349.71
5.40	2.92	25994	9437411	363.06
5.10	2.81	39979	13928796	348.40
4.80	2.56	46323	16772501	362.08
4.50	2.31	53274	20132792	377.91
4.20	2.07	60728	24064797	396.27
3.90	1.97	98958	38121638	385.23
3.60	1.72	112764	45851618	406.62
3.30	1.47	127362	54928421	431.28
3.00	1.25	206096	89406488	433.81
2.70	1.13	234572	109714009	467.72
2.40	0.89	258164	130039933	503.71
2.10	0.64	278880	152566597	547.07
1.80	0.55	440328	261627932	594.17
1.50	0.30	465812	307683958	660.53
1.20	0.05	478000	352427917	737.30
0.90	0.00	671321	598720601	891.85
0.60	0.00	656031	679557863	1035.86
0.30	0.00	104514	2875354854	27511.67
