pscore	qscore	npeaks	lpeaks	avelpeak
9.90	5.97	630	91879	145.84
9.60	5.74	756	110391	146.02
9.30	5.60	1162	170740	146.94
9.00	5.41	1472	217691	147.89
8.70	5.17	1752	260627	148.76
8.40	4.94	2124	317511	149.49
8.10	4.71	2695	406640	150.89
7.80	4.47	3086	476211	154.31
7.50	4.39	5370	819892	152.68
7.20	4.17	6560	1011087	154.13
6.90	3.93	7922	1243367	156.95
6.60	3.70	9676	1550684	160.26
6.30	3.45	11399	1869083	163.97
6.00	3.35	20293	3308688	163.05
5.70	3.16	24896	4171977	167.58
5.40	2.94	30573	5294294	173.17
5.10	2.69	35935	6430166	178.94
4.80	2.44	41477	7703732	185.74
4.50	2.32	75434	14301765	189.59
4.20	2.16	92751	18393405	198.31
3.90	1.93	111502	23176714	207.86
3.60	1.67	126824	27602448	217.64
3.30	1.41	140249	31976649	228.00
3.00	1.37	273346	67400910	246.58
2.70	1.15	327286	86996440	265.81
2.40	0.90	364624	103062965	282.66
2.10	0.63	386586	115107908	297.75
1.80	0.50	705114	244369323	346.57
1.50	0.37	800226	308042164	384.94
1.20	0.11	839262	351757991	419.13
0.90	0.00	842695	369004863	437.89
0.60	0.00	146094	2783052860	19049.74
0.30	0.00	4488	2744400107	611497.35
