pscore	qscore	npeaks	lpeaks	avelpeak
9.90	6.17	1417	321268	226.72
9.60	5.93	1656	376857	227.57
9.30	5.68	1934	446232	230.73
9.00	5.44	2252	524364	232.84
8.70	5.20	2865	668703	233.40
8.40	5.03	3405	807031	237.01
8.10	4.79	3984	953224	239.26
7.80	4.56	4723	1141132	241.61
7.50	4.32	5569	1372467	246.45
7.20	4.15	7405	1792626	242.08
6.90	3.94	8896	2183937	245.50
6.60	3.70	10522	2633663	250.30
6.30	3.46	12342	3171055	256.93
6.00	3.22	14521	3836076	264.17
5.70	3.11	21390	5499630	257.11
5.40	2.87	25327	6706750	264.81
5.10	2.63	29881	8174091	273.55
4.80	2.38	34714	9863831	284.15
4.50	2.29	56950	15799640	277.43
4.20	2.07	68227	19733487	289.23
3.90	1.83	79391	24020764	302.56
3.60	1.58	91054	29004340	318.54
3.30	1.48	161925	52066863	321.55
3.00	1.30	192181	65863815	342.72
2.70	1.05	217111	79311466	365.30
2.40	0.79	238249	93273921	391.50
2.10	0.76	447209	192098012	429.55
1.80	0.52	491259	231045445	470.31
1.50	0.27	516799	266343756	515.37
1.20	0.17	859270	549542399	639.55
0.90	0.00	876942	646812621	737.58
0.60	0.00	860768	702917241	816.62
0.30	0.00	61601	2877987974	46719.83
